Geneid	SRR580389	SRR580390	SRR580391	SRR580392	SRR580393	SRR580394
V.g17000.t3	137	62	37	823	178	269
I.g878.t1	3239	3293	3277	1790	1549	2093
III.g10308.t3	197	247	226	307	292	310
II.g5230.t1	3531	4458	3476	1807	1951	2216
I.g1635.t2	149	209	129	234	272	245
IV.g13497.t3	1757	1579	1616	1470	1570	1597
I.g2902.t1	74	57	61	3694	2337	3233
II.g5842.t1	374	124	120	2234	711	681
IV.g11353.t1	3224	3208	2904	3892	3980	3831
III.g9033.t1	2253	2219	2342	1308	1621	1711
X.g20687.t2	92	124	61	204	174	120
X.g20522.t1	2216	2553	2412	495	399	745
III.g10336.t2	49	39	28	179	211	177
III.g9181.t3	2221	1899	1896	1351	1589	1891
IV.g13038.t2	201	202	169	612	271	450
I.g3856.t1	274	221	239	419	318	308
X.g20805.t1	129	129	75	391	261	306
II.g5633.t1	314	128	106	1935	433	595
I.g1254.t3	7936	8781	7971	5147	3920	6007
X.g20348.t3	12846	8122	8997	6385	2717	5812
V.g16256.t2	2580	2907	2428	888	1686	1194
II.g5824.t1	349	278	304	1281	804	1283
III.g9156.t1	230	199	196	447	458	450
I.g1314.t3	462	487	342	804	748	738
III.g9336.t1	93	112	108	282	264	308
II.g4906.t3	4464	4747	4401	2449	1240	2188
II.g4503.t1	10101	10166	9616	4476	3463	4411
I.g2398.t1	64178	53407	55935	51722	37043	44838
IV.g11668.t1	4086	4787	3939	3275	3587	3872
IV.g12856.t1	109	118	101	262	189	222
V.g14019.t1	16	3	5	47	22	25
III.g9805.t2	1837	1720	1781	3721	1691	4007
III.g8058.t1	1822	1772	1672	1069	1242	1364
IV.g12264.t1	3277	3375	3208	1829	1171	2141
I.g3627.t1	307	300	260	338	117	249
II.g5264.t3	14355	14665	14247	8127	9055	9069
II.g4514.t1	6028	7771	5938	7751	6992	8187
I.g1915.t3	3902	4152	3704	2042	2067	2473
IV.g12854.t1	159	214	161	446	282	377
IV.g12139.t1	236	187	215	703	1295	868
I.g3669.t1	675	643	574	969	348	702
V.g17414.t1	96	94	62	108	153	147
III.g8280.t3	2889	3548	2950	991	1054	1529
V.g13998.t1	1741	1659	1518	1540	1572	1808
V.g17450.t1	2644	2684	2527	1861	1941	2165
I.g2427.t1	5	4	2	3	9	13
III.g9537.t1	29164	33338	29354	3572	2964	5179
III.g8387.t1	2	3	4	213	183	206
II.g6343.t1	3917	4580	4326	2541	2515	3178
I.g2764.t1	2687	2936	3133	2363	2569	2601
III.g8792.t1	29967	35646	30961	10026	6170	10398
IV.g11648.t1	362	715	586	1232	290	1178
III.g8198.t2	92	73	54	298	326	338
IV.g10485.t1	334	278	228	876	624	672
V.g14544.t1	0	0	0	0	0	0
I.g1372.t1	13150	15569	11263	10304	11843	10012
II.g4796.t1	4032	4708	3994	3676	1910	3963
X.g19496.t3	2	1	0	1	2	2
I.g3575.t1	872	1297	828	1992	1840	2090
II.g4621.t1	3250	3615	3265	769	721	1204
I.g1760.t1	8	3	14	949	687	832
X.g18595.t1	620	501	433	1146	889	1156
III.g7593.t1	216	195	177	247	471	273
V.g18352.t1	0	0	1	7560	3843	5837
I.g1021.t1	145	132	117	233	220	251
V.g16118.t1	96	114	57	175	186	118
I.g2114.t1	35	18	24	157	76	133
X.g19497.t1	0	0	1	2	1	0
X.g21833.t2	818	785	708	833	637	747
IV.g12209.t2	1014	1348	969	1137	1133	1184
IV.g12993.t1	96	102	101	211	207	227
IV.g13083.t1	2151	2301	2112	886	2679	2037
II.g5383.t1	412	351	292	455	314	409
V.g15537.t1	599	439	531	1122	1014	1104
I.g2100.t1	169	155	82	320	492	325
III.g9532.t1	29	18	19	51	30	44
III.g9479.t1	5409	6444	5650	3038	3659	4131
III.g8266.t1	766	813	736	508	681	671
IV.g11410.t2	8306	6879	8258	2808	2616	3193
V.g15925.t1	53	44	29	125	30	55
I.g1710.t1	0	0	0	248	239	222
I.g1391.t1	0	3	0	913	927	897
IV.g11590.t2	0	0	0	0	0	0
I.g973.t1	1691	1329	1571	1130	1225	1203
III.g9525.t1	2	1	1	6	1	4
III.g9851.t2	0	0	0	867	718	861
V.g16437.t1	3	1	1	622	563	594
I.g2112.t2	1317	1333	1277	1100	997	1264
IV.g10953.t1	29329	26304	24606	23707	18095	21095
IV.g12892.t1	4631	4317	4278	2484	3195	2681
I.g998.t1	1166	1031	963	574	562	618
X.g20976.t2	1228	898	1007	1932	1239	1698
III.g7732.t2	1418	1399	1323	806	727	808
IV.g13105.t1	1968	2009	1783	852	1417	1363
II.g4118.t1	17	21	23	38	19	23
V.g15987.t1	4972	5338	5134	3646	3465	4299
II.g4822.t1	160	204	157	144	121	148
I.g2351.t1	50	55	35	158	143	154
III.g10004.t1	1274	1205	1199	1226	1409	1322
IV.g11394.t1	187	307	177	422	177	363
II.g5456.t3	64082	55431	54480	55090	52928	49532
II.g4745.t2	3279	3178	2940	4422	3330	4653
II.g6192.t2	4245	4476	3936	2635	2735	3251
IV.g12031.t2	426	515	520	1033	478	909
II.g7011.t1	717	947	472	1931	2471	1708
IV.g12317.t2	7510	8737	7572	5272	5402	5935
V.g16006.t1	345	298	332	350	258	325
I.g1102.t1	1845	1614	1616	2130	1948	2130
II.g4619.t2	291	322	238	907	689	1015
X.g21010.t2	164	186	110	778	652	784
I.g1453.t1	3549	3821	3417	1171	1734	1777
II.g4448.t1	71082	63125	62797	62517	67603	57676
IV.g12112.t2	459	534	439	269	471	334
II.g5933.t1	2349	2603	2442	748	616	837
V.g18216.t3	549	636	539	1264	1138	1365
I.g2622.t2	14073	15642	14163	9208	8334	10735
V.g17103.t1	2897	3271	2913	2415	1978	2741
II.g4435.t1	10261	9586	9743	9147	5737	7793
III.g8906.t2	12	21	20	1761	1750	1743
II.g6401.t1	567	514	553	394	332	391
V.g16958.t3	25654	26328	24785	10665	12183	14246
I.g2834.t1	2	3	3	3637	3516	3435
III.g10395.t3	255	286	313	1011	712	957
V.g18461.t1	1027	1295	873	1148	1015	1187
III.g9218.t1	3330	3102	3104	4413	4651	4250
V.g16043.t1	15	20	14	355	434	343
X.g21775.t2	247	243	153	174	182	170
IV.g12243.t1	1224	1505	1305	752	1180	1236
IV.g12899.t1	2	3	3	943	930	942
I.g1863.t1	3460	3511	3418	2975	3018	3534
V.g15651.t1	0	0	0	0	1	2
III.g9206.t1	86	93	53	840	646	743
V.g17230.t1	24	33	11	84	82	70
X.g20262.t1	10528	9207	8980	17151	9566	12982
V.g15650.t1	1	3	0	7	8	18
II.g6259.t1	3691	3834	3319	3045	3901	3359
II.g4320.t1	563	523	518	1922	495	1401
III.g8544.t3	242	182	224	512	406	420
III.g7784.t1	1519	1894	1512	747	730	929
I.g3164.t1	2478	2446	2291	1515	935	1507
III.g8907.t3	2311	2723	2508	383	701	642
IV.g12343.t2	20506	20979	20204	7861	6108	7962
IV.g10704.t1	3	6	4	7	2	9
IV.g12497.t3	1	3	3	5802	5137	5380
I.g3284.t1	25	36	10	83	62	98
X.g18776.t1	329	347	298	606	317	604
IV.g10859.t2	27	22	24	267	165	191
I.g2582.t1	23	45	47	2132	1716	1851
X.g19316.t1	17	34	40	221	383	263
I.g1627.t1	2147	2473	1974	1201	1895	1948
V.g16710.t2	7	17	9	31	30	22
IV.g12140.t1	310	319	297	1751	1613	1800
IV.g12363.t1	11237	11393	10769	6338	7889	7059
III.g10259.t1	2224	2452	2142	2735	2708	3099
V.g15621.t1	292	293	206	651	335	524
III.g8817.t1	2229	2142	2123	1488	1752	1802
X.g18865.t1	28	21	19	46	34	41
I.g1291.t1	4091	3698	3741	2968	5643	4028
I.g3712.t1	1288	1249	1188	482	517	615
V.g16946.t1	91	101	75	290	194	249
IV.g10527.t2	6108	6672	5966	3564	3521	4010
I.g2200.t3	1938	1691	1669	1057	1149	1284
IV.g12369.t1	55	15	15	371	119	131
V.g14311.t1	1625	2124	1603	1498	558	1164
IV.g13578.t1	351	356	332	571	562	597
III.g7451.t1	92	90	131	140	50	175
III.g8440.t1	2170	1471	2655	4339	1622	3851
V.g16522.t1	1	1	0	3	5	6
IV.g12540.t1	1395	1368	1195	767	882	839
X.g21735.t1	1836	1319	1466	439	226	489
I.g769.t1	318	312	236	1050	707	620
II.g5545.t3	9	6	5	3616	2488	3090
III.g8219.t1	5399	5114	5106	1437	2289	1837
X.g21034.t1	1740	1762	1693	945	827	1046
V.g16891.t1	5037	5976	4870	3910	4042	4721
IV.g12915.t1	2585	2887	2487	1625	1564	1923
V.g17132.t1	1029	1247	1125	383	318	454
IV.g13774.t1	898	925	856	993	1063	1178
V.g18410.t2	9851	10527	9404	5814	4439	6711
I.g3616.t3	63	66	55	171	184	194
X.g20648.t1	3218	1999	2518	1964	580	2276
IV.g13796.t1	2772	2704	2452	2217	2481	2833
III.g10285.t1	2442	2670	2405	1199	1109	1531
II.g6429.t2	7	3	1	24	20	15
III.g10222.t1	21	23	21	166	274	231
II.g5549.t1	66	60	59	84	75	72
III.g9303.t1	1020	1051	870	63	135	207
IV.g12616.t2	1203	1375	1218	995	1045	1109
X.g21848.t1	1496	1480	1303	2175	1149	1918
IV.g12536.t1	672	779	647	933	860	855
I.g2273.t1	1	4	0	649	548	662
II.g4420.t2	2141	2373	1989	1381	1654	1891
III.g8033.t1	5592	6304	5759	4108	3745	4538
I.g1861.t3	651	867	692	553	410	474
V.g18513.t1	0	3	2	4912	2773	4027
IV.g13737.t1	31	98	50	296	135	261
III.g8097.t1	2763	2920	2538	1704	1452	1854
V.g14106.t2	438	381	391	833	901	950
I.g1719.t2	54	46	38	181	83	147
IV.g12496.t1	9167	10751	9584	1079	1069	1493
V.g16910.t1	3680	6097	2230	17906	2862	11479
X.g18880.t1	3532	2607	3115	4645	3658	3603
V.g16007.t1	233	279	212	750	736	796
III.g8165.t1	152	159	155	283	223	286
IV.g12275.t1	4057	5523	4407	1941	1650	2116
IV.g11935.t1	2545	2935	2615	1079	1598	1555
I.g3295.t1	3044	2927	3041	782	819	875
IV.g12985.t2	11	13	6	56	14	61
I.g738.t2	3704	4002	3631	2383	2729	2712
IV.g12367.t2	10691	10653	10562	11522	12456	11666
II.g5803.t1	946	1118	925	398	681	622
IV.g12081.t2	2907	3600	3643	1350	1555	1677
IV.g12494.t1	37	11	7	124	64	57
II.g7251.t2	7455	8464	7104	3598	2647	3602
II.g5908.t1	2955	3105	2708	1793	2546	2167
II.g5403.t1	2463	2614	2390	974	1393	1389
III.g7938.t1	2986	2546	2842	2398	1757	2897
I.g1187.t1	31331	28378	26669	22639	16717	19544
I.g1426.t2	5603	5784	5129	2085	2975	2558
II.g5222.t2	28	20	9	98	82	93
V.g14362.t1	66	29	23	481	94	125
II.g4970.t2	1818	2227	1283	6740	14593	12824
V.g16182.t1	3	1	0	2	5	0
V.g15577.t1	1595	1684	1391	2981	2670	3070
IV.g12984.t1	1311	1240	1389	813	899	993
II.g5995.t2	6483	6649	6143	2076	1607	2330
II.g5523.t1	162	125	134	321	219	339
III.g8100.t1	325	341	356	323	497	413
III.g8145.t3	5357	6391	5254	2854	2658	3350
III.g7975.t2	593	633	565	957	1017	1128
II.g4029.t1	6846	8200	5842	7504	7314	8335
II.g4150.t2	344	238	291	521	506	552
IV.g12754.t2	5230	4544	4486	5803	5840	5267
II.g4009.t1	2562	2944	2527	1824	1871	2249
I.g915.t1	2017	3146	1771	6830	3479	7378
I.g1443.t1	691	835	692	207	233	229
I.g3245.t1	49954	44026	43389	39453	30318	34355
V.g16885.t2	28	17	16	147	130	126
IV.g11968.t1	53	31	24	336	323	298
V.g14069.t1	776	1149	567	2606	1467	2535
IV.g11290.t1	3252	4049	3385	1136	1059	1766
I.g2829.t1	5688	5845	5528	4309	4065	4961
V.g17363.t1	1270	1661	974	2990	3512	3039
I.g1201.t1	145	167	115	231	273	255
I.g2728.t1	9102	9979	9624	2243	2232	3463
III.g10400.t1	3412	3565	3065	1609	2436	2131
V.g15940.t2	4318	3966	4163	3659	3719	3978
IV.g11143.t2	370	346	334	1683	2123	1652
II.g6407.t1	1151	999	1133	545	650	643
IV.g11682.t1	8133	7164	7517	6781	3844	6232
V.g15799.t1	8907	9439	9115	3635	4188	4668
II.g5046.t1	14524	16868	14409	3283	4766	6495
II.g4772.t1	180	220	162	601	565	599
IV.g11286.t1	1139	1300	1268	699	693	864
II.g6586.t1	49	25	47	424	329	412
I.g3011.t1	6949	7496	6456	6965	6263	7388
III.g8377.t1	23888	23768	23028	10460	11196	13088
III.g8276.t1	153	163	168	70	120	98
II.g4295.t1	1904	2234	1864	988	757	1068
III.g7471.t2	3514	4088	3343	3438	2525	3658
IV.g12773.t2	2477	2826	2559	391	629	720
II.g5426.t2	464	444	451	398	153	376
II.g7283.t1	4357	2724	4239	2943	1316	2331
IV.g12566.t1	133	116	105	383	232	390
X.g19583.t1	38	33	21	100	52	80
IV.g11984.t1	4	1	2	11	6	8
I.g1083.t2	4151	5395	3996	4957	3850	5092
IV.g12522.t1	1318	1360	1379	993	836	1012
III.g10113.t1	2679	2580	2476	890	850	1133
III.g9945.t1	137	117	129	1050	523	875
I.g2643.t1	2195	2568	2178	1928	1830	2079
V.g14335.t1	218	153	163	262	107	166
II.g5782.t1	74	73	62	255	215	200
III.g8762.t1	678	589	496	855	923	754
IV.g13308.t1	1438	1553	1482	1112	1000	1151
V.g16574.t1	3195	3787	3172	3020	2484	3312
I.g2935.t1	2579	2834	2509	1433	1155	1672
X.g18563.t1	1008	562	740	367	209	290
I.g1529.t1	5227	5710	5267	3259	3824	4037
IV.g13177.t1	194	249	140	211	489	186
V.g14200.t1	10370	12272	10184	6832	4920	7512
I.g994.t2	39	27	26	36	79	32
IV.g11557.t1	336	377	302	272	310	348
III.g10428.t1	4064	3576	3579	4991	5264	4919
IV.g13616.t1	1371	1440	1320	712	725	773
I.g1479.t1	5	3	2	14873	7111	11968
V.g17407.t2	5752	6872	5820	3898	4110	4812
II.g5546.t3	4059	4656	4286	1542	2000	2184
I.g729.t1	428	410	454	811	335	727
IV.g11992.t1	17008	17044	17211	15746	9853	15232
III.g8376.t2	2668	3257	2601	1032	927	1185
IV.g11596.t1	84	68	85	260	190	225
V.g13885.t1	4	5	8	1447	1132	1461
IV.g12106.t2	10425	12394	11229	2991	3598	4750
III.g10303.t1	29272	28200	27706	39256	24815	33510
V.g13896.t2	84	67	58	169	167	125
II.g4214.t1	308	314	203	428	280	384
I.g1417.t1	2587	2528	2719	1853	1795	1850
X.g18610.t1	62	39	33	51	63	60
X.g21159.t1	520	575	483	638	482	602
I.g1408.t1	745	803	718	612	982	714
III.g8733.t3	493	525	538	1040	738	1112
II.g5434.t3	275	228	211	1069	1779	1173
I.g2397.t1	4923	5322	5263	4689	4493	4832
V.g14506.t1	72	81	58	348	288	200
X.g19704.t1	960	1005	931	884	474	789
I.g1717.t3	2787	3357	2703	2162	1848	2853
V.g14018.t1	75	54	30	6	8	12
IV.g11479.t1	310	242	208	512	1025	459
V.g16155.t1	419	231	297	783	211	473
II.g5990.t1	2606	2939	2523	963	946	1043
IV.g12623.t1	18062	19804	18306	3363	3512	4892
I.g1373.t2	161	137	127	646	380	566
I.g1026.t1	8664	7888	7720	8442	5568	7984
I.g2928.t1	3814	3510	3478	4764	4072	4827
III.g8977.t1	1954	2032	1957	526	813	783
I.g2861.t2	2941	3077	2757	2652	3268	3083
IV.g10514.t1	1217	1300	984	1961	2883	2340
III.g10127.t1	422	388	319	415	432	388
IV.g12570.t1	4	2	8	78	44	44
I.g2460.t1	385	374	346	325	428	336
V.g15570.t1	1940	2035	1826	935	1118	1346
I.g3844.t1	2896	2742	2635	1523	1181	1637
I.g2814.t1	48	55	37	94	126	115
IV.g11487.t1	0	0	0	343	243	272
IV.g13255.t1	1965	2484	1874	889	731	959
V.g15353.t1	33	40	33	93	168	71
V.g13997.t1	1580	1579	1417	962	1267	1274
II.g5719.t1	2	4	0	16	7	10
II.g4210.t1	128	262	216	657	150	388
IV.g13163.t1	25	14	15	91	67	68
IV.g13756.t2	8346	7535	6644	7042	14863	9020
I.g3290.t2	2445	2814	2234	1414	1122	1698
IV.g12194.t1	1376	1562	1413	1260	1374	1396
I.g914.t1	1244	237	354	6130	686	1942
III.g9700.t1	2937	2252	2484	1417	1751	1562
IV.g12741.t1	2070	2243	2052	1797	1424	1773
X.g20254.t1	10	3	7	22	19	28
IV.g11606.t1	29	34	26	73	95	91
IV.g12221.t3	5136	6498	4695	5865	4330	6160
III.g9076.t2	1408	1720	1246	2834	1741	2934
I.g1404.t1	3731	3660	3517	1207	1536	1650
V.g16983.t1	3	0	0	2740	2019	2234
V.g16372.t1	5571	5856	5329	1652	1788	2011
X.g20106.t1	21	13	4	52	17	20
I.g2931.t1	1541	1179	1341	1220	1196	1475
I.g2618.t1	220	397	168	898	1401	1051
V.g15962.t1	5350	5645	5916	1801	2884	2781
I.g1456.t3	5563	5215	5341	2258	3260	2876
III.g7526.t1	7932	8474	7636	6548	5955	6772
III.g7706.t1	1196	1123	1091	987	1073	1119
III.g9523.t2	12	7	13	80	86	60
V.g18445.t1	9	16	9	10	25	21
II.g4146.t1	1969	1993	1854	1183	1115	1476
III.g9290.t2	1960	2078	1844	1488	1986	1859
V.g17406.t3	5867	6204	5894	1681	1732	2168
IV.g13536.t1	26027	45648	21718	766	715	2012
V.g18402.t1	1708	2077	1692	1901	1683	2067
II.g7333.t1	2192	2670	2264	503	629	779
X.g20558.t1	408	426	359	430	377	442
IV.g10642.t1	1678	2174	1555	3484	1498	3554
III.g7799.t1	325	307	336	153	204	173
II.g5581.t1	2680	2904	2476	2898	2854	3306
I.g3288.t1	1686	1692	1604	613	892	848
X.g20520.t1	639	770	614	751	451	702
III.g8432.t2	10	8	10	40	50	47
I.g2975.t1	15135	8537	13716	40257	14460	34961
I.g2271.t1	451	445	389	519	571	443
I.g794.t1	466	456	298	1348	1019	945
II.g4854.t2	938	856	921	458	757	737
II.g5743.t2	317	373	356	1038	1338	1322
X.g20594.t2	58	39	28	481	138	141
II.g5679.t1	1418	1709	1389	1087	1317	1591
III.g9698.t2	7	11	8	4735	3156	4026
I.g818.t2	6699	5770	6587	4407	2895	4780
I.g2419.t1	2501	2634	2502	1210	1116	1405
III.g7760.t1	1846	1519	1596	1941	1608	1839
III.g9444.t1	514	624	503	778	967	855
X.g21782.t1	248	414	926	66	9	102
II.g4531.t1	6676	7013	3893	3254	1919	2258
V.g14110.t1	2288	2504	2266	3659	2451	3813
III.g8254.t1	2679	2919	2553	1784	1640	2023
III.g8899.t1	522	565	497	560	874	646
IV.g12174.t1	0	0	0	47	18	43
X.g19092.t1	497	334	451	591	645	587
I.g2335.t1	1410	1300	1412	770	1062	880
V.g16082.t1	18	20	22	84	117	94
I.g1103.t1	1584	1299	1465	1530	1290	1381
III.g10035.t1	28747	24177	24890	22747	19156	20077
III.g9938.t1	0	0	0	44	31	30
II.g4939.t4	14959	17224	15514	5143	5877	6636
X.g18869.t2	2436	2902	1912	6560	5507	6613
X.g19553.t1	30	33	27	12	2	17
I.g1380.t1	2542	2339	2485	1777	1941	1902
III.g8973.t1	14	24	18	176	210	197
V.g16438.t1	1018	856	1223	1661	778	1908
III.g9337.t1	1	1	0	5	3	4
V.g14525.t3	2387	2043	1870	3127	2144	3212
II.g5083.t1	467	489	154	483	551	467
II.g5487.t1	95	77	68	260	210	254
III.g8019.t1	40	41	35	180	157	172
II.g7273.t2	167	185	191	273	119	280
IV.g13072.t1	6	2	7	1455	1221	1241
II.g5903.t2	6917	4497	4759	10887	2209	6237
II.g4054.t2	1185	1225	1196	957	1004	1055
II.g7275.t1	1100	1051	976	1571	772	1427
I.g2277.t1	19	28	16	101	82	83
II.g5161.t1	506	398	486	344	411	353
IV.g13636.t1	4210	4323	4026	3147	2218	3062
V.g15657.t1	4	7	4	26	22	23
IV.g11297.t1	4	6	3	1079	815	959
I.g2923.t1	2259	2849	2283	2079	2196	2454
IV.g11390.t1	1067	1040	494	555	750	599
V.g14163.t1	1975	2425	1435	4011	780	2235
V.g14058.t1	83	81	68	351	397	318
II.g7355.t1	907	866	827	398	530	464
II.g5922.t1	1753	1840	1619	1747	2531	2013
V.g16047.t1	9873	10669	9954	9027	8657	9529
X.g21107.t1	3	4	3	14	7	6
X.g18930.t2	267	316	253	161	140	158
I.g1778.t1	2158	2265	1718	2827	2030	2806
V.g15912.t1	273	85	370	231	265	164
V.g16944.t1	461	417	410	1218	886	1047
I.g880.t1	62	39	5	440	76	136
IV.g11889.t1	312	278	252	722	1296	816
II.g5087.t1	0	5	4	18	12	19
V.g17454.t1	4304	4049	3978	2330	3901	2707
V.g14363.t1	38	52	29	198	154	165
IV.g11238.t1	2214	2278	2196	1621	597	1754
I.g1640.t1	1230	1151	1148	1314	1566	1523
I.g2238.t1	1308	1003	1041	1924	1331	1508
I.g2858.t2	2320	2409	2219	1333	1663	1816
IV.g12309.t1	116	62	50	332	187	175
II.g5075.t1	48	95	83	769	160	232
V.g16883.t1	60	61	60	206	195	155
II.g7260.t1	2407	2428	1988	1216	723	1375
II.g5386.t2	679	578	608	299	325	261
X.g20623.t1	5	5	1	10	15	10
I.g1454.t3	19883	21465	19766	17474	15178	19439
X.g19466.t2	1388	931	1170	2848	1446	2116
IV.g12424.t1	9	8	12	44	83	41
I.g3195.t1	0	0	0	118	91	95
V.g14081.t1	904	1056	796	512	479	768
II.g5325.t1	0	0	0	0	0	0
X.g20940.t1	124	166	86	247	102	299
X.g20719.t1	20858	27917	17089	32332	27587	35747
III.g8620.t1	9	9	15	1805	1564	1619
IV.g13813.t1	1671	1537	1638	858	1114	1064
I.g1555.t1	4	2	3	46	29	31
X.g20454.t2	36	15	29	91	65	82
I.g1899.t3	87	77	58	260	276	280
IV.g11652.t1	0	0	1	340	312	331
X.g21205.t1	29	58	16	142	166	101
V.g16358.t1	7286	7713	7208	6380	6053	6731
X.g19018.t1	31	5	11	127	22	49
IV.g11592.t1	86	102	86	107	132	112
III.g7648.t2	161	196	153	338	78	237
II.g5054.t1	1349	1604	1406	792	780	1019
II.g5787.t1	2393	2213	2094	1628	5008	2026
IV.g13130.t1	54	53	56	139	78	147
I.g1105.t1	315	376	329	206	248	274
IV.g13602.t1	52	39	39	128	105	107
I.g2649.t1	3244	3253	3060	1494	1503	1705
V.g16098.t2	15	13	11	53	42	32
III.g10199.t1	4929	5050	5110	1668	1971	2779
I.g2199.t2	2057	1715	1871	2431	2130	2045
X.g21770.t1	370	449	437	696	908	536
I.g1698.t1	1706	1772	1683	788	985	965
III.g10373.t2	14581	16177	14409	11439	6055	11417
X.g20421.t2	299	325	240	457	563	400
I.g3779.t1	576	638	556	501	462	572
X.g21398.t2	23	19	17	27	20	21
IV.g11316.t1	1006	1103	885	2286	957	2068
V.g16091.t1	94	68	76	155	158	155
I.g2250.t1	3771	4011	3678	2815	1853	3028
I.g1104.t1	61	68	83	41	52	58
V.g15816.t1	18693	17787	16937	15026	13380	13404
IV.g13306.t1	450	415	446	173	175	241
III.g8170.t1	389	563	380	1341	804	1109
V.g15559.t1	2503	2221	2358	3006	4982	3247
III.g10309.t2	0	0	0	0	0	0
V.g14178.t1	8006	8191	7508	4815	4500	6193
I.g2851.t1	144	74	112	282	293	281
II.g4897.t1	2187	2188	2080	1351	1789	1656
I.g3820.t1	99	95	65	329	259	292
II.g4899.t1	7809	7441	7756	4540	4258	4900
V.g16705.t1	5344	8633	4213	15390	12536	14637
IV.g12614.t1	1051	278	246	3524	501	1307
V.g14435.t2	828	964	772	878	737	842
IV.g13778.t3	1469	1746	1354	1075	1367	1468
IV.g11301.t1	22	17	25	82	59	74
I.g1432.t1	3018	2600	2963	2524	2513	2985
III.g9230.t1	134	115	98	65	135	96
IV.g13144.t1	1	0	0	110	153	113
IV.g12860.t1	3785	4150	3579	1701	2456	2484
V.g14271.t1	0	0	0	2	1	2
V.g15982.t1	5226	4688	4718	4165	2573	3665
IV.g12938.t2	224	255	214	970	222	496
III.g9263.t1	4904	4791	4613	4722	5255	5457
II.g4373.t1	7076	7598	6592	5571	5158	6309
X.g21005.t2	3	2	2	12	5	9
I.g2787.t1	31	24	21	68	124	64
IV.g11220.t2	14	12	11	248	48	204
III.g9404.t1	321	235	277	658	695	934
II.g5470.t1	22	16	12	71	101	104
IV.g12008.t1	31	20	17	71	73	79
IV.g12097.t1	48038	40444	41854	41519	36812	36365
V.g16901.t1	93	96	129	81	21	45
X.g22010.t1	244	269	218	328	466	415
IV.g11000.t1	8174	7846	7321	4953	3887	5202
V.g16399.t1	1239	947	1081	1089	533	874
IV.g12310.t2	24365	21458	24182	10874	9061	11386
I.g1588.t3	5275	5293	4972	3868	3896	4175
IV.g12374.t1	3	5	1	26	19	10
IV.g12134.t2	239	183	198	494	447	489
X.g22161.t3	40	29	11	33	25	27
I.g3533.t1	1041	900	1024	810	674	910
V.g16635.t1	6216	6539	7485	2526	2970	3850
X.g20899.t2	421	451	425	359	292	334
I.g1528.t1	4984	5421	4844	2135	1898	2476
II.g5461.t1	188	208	143	468	773	423
II.g6559.t1	1040	1215	1098	442	575	626
I.g1789.t1	523	495	389	1336	1367	1270
I.g1869.t1	4752	5218	4559	5672	6059	6346
IV.g12801.t1	2216	1792	1982	1025	1229	1158
I.g2847.t1	2520	2946	2365	1441	2494	1929
I.g2848.t1	956	954	935	449	608	556
II.g4408.t2	33	33	38	189	135	202
V.g14207.t1	2994	2666	2648	1613	1434	1854
III.g10158.t2	2036	1980	2082	1487	1253	1497
X.g20661.t1	623	750	618	834	322	855
IV.g12525.t1	298	127	122	1254	124	517
IV.g12030.t1	52	28	41	140	118	128
I.g780.t1	393	394	435	205	174	204
X.g21027.t1	121	122	125	51	45	68
I.g2026.t2	2651	2488	2378	2653	1739	2669
II.g5189.t1	59	36	55	7098	5104	6194
III.g9568.t1	2903	3260	2870	3469	2905	3449
X.g18701.t2	1222	1077	901	1083	778	982
II.g6420.t1	851	924	909	345	335	446
IV.g11068.t1	2330	2930	2102	5658	3170	4760
IV.g12836.t1	3727	4049	3475	1410	3411	2295
I.g2253.t1	4074	4597	3546	5133	6239	5170
II.g5781.t1	2260	2312	2014	1181	1975	1802
I.g1151.t1	309	367	270	455	756	452
IV.g12136.t3	220	245	174	624	551	698
IV.g11285.t1	38	24	28	71	26	38
III.g8277.t1	38	60	49	60	99	68
X.g18838.t1	1658	1346	1210	1833	1747	1655
III.g8134.t1	2997	3278	2835	2320	1314	2278
IV.g13806.t1	927	936	679	1638	2232	1467
III.g8118.t1	1894	1961	1975	866	1321	1383
II.g5207.t1	313	315	355	689	643	691
I.g2900.t1	423	368	276	889	1361	949
IV.g12509.t1	1133	1155	1151	714	919	926
III.g8462.t1	3655	2969	3164	1649	1530	1543
I.g908.t1	6	3	1	146	15	43
I.g1736.t1	1700	1785	1637	491	690	708
V.g18470.t1	2169	2460	2210	616	811	778
V.g14451.t1	4355	5143	4197	3792	3317	3933
IV.g13851.t2	28	22	14	76	112	83
II.g5658.t1	1542	988	1114	957	450	895
V.g15216.t1	390	533	501	919	492	704
I.g1125.t1	628	658	423	3119	3808	3608
III.g8384.t1	13	9	15	4853	3343	3874
IV.g13471.t1	1568	1761	1619	1261	1036	1363
IV.g10660.t1	220	174	182	337	630	329
IV.g12611.t1	73	50	32	220	144	212
III.g9091.t1	9	25	18	40	30	58
I.g3822.t1	22335	19804	20236	17751	12001	15322
II.g7295.t2	3702	3131	3462	1910	2867	2253
IV.g10553.t1	6294	6620	6043	6771	7733	8101
I.g2868.t1	2951	3094	3246	1317	1743	1774
I.g3483.t1	217	63	153	148	128	152
IV.g13644.t1	27	41	27	44	15	33
III.g8349.t1	2147	2726	2267	1290	1902	1872
III.g10277.t2	469	532	503	597	385	586
III.g7672.t1	577	479	578	374	313	408
III.g7944.t2	1473	1719	1527	715	727	960
